업종명,업소명,소재지,영업장면적(㎡),소재지전화,업태명,데이터기준일자
휴게음식점,서희원꼬치닷컴,제주특별자치도 제주시 성신로 20 ,42.42,064-746-3544,일반조리판매,2020-04-02
휴게음식점,파이굽는돌담집,제주특별자치도 제주시 아란9길 48 ,74.98,064-746-5282,기타 휴게음식점,2020-04-02
휴게음식점,GS25연동국기점,제주특별자치도 제주시 국기로3길 11 ,6.6,064-746-5456,편의점,2020-04-02
휴게음식점,옵서예휴게소,제주특별자치도 제주시 노형로 41 ,13.2,064-746-5539,일반조리판매,2020-04-02
휴게음식점,투썸플레이스한라대점,제주특별자치도 제주시 한라대학로 17,499.48,064-746-5679,커피숍,2020-04-02
휴게음식점,태성,제주특별자치도 제주시 신광로4길 1 ,23.31,064-746-7248,기타 휴게음식점,2020-04-02
휴게음식점,커피앤빵,제주특별자치도 제주시 추자면 추자로 58-1,96.35,064-746-8589,커피숍,2020-04-02
휴게음식점,요거프레소신제주점,제주특별자치도 제주시 과원북4길 61,82.57,064-746-9876,커피숍,2020-04-02
휴게음식점,이태리양념치킨노형점,제주특별자치도 제주시 노형동 62번지,18.58,064-747-0197,기타 휴게음식점,2020-04-02
휴게음식점,샘타이,제주특별자치도 제주시 애월읍 애월해안로 352,36,064-747-0607,커피숍,2020-04-02
휴게음식점,다경,제주특별자치도 제주시 신대로12길 51,12.5,064-747-0779,기타 휴게음식점,2020-04-02
휴게음식점,마마롱,제주특별자치도 제주시 애월읍 평화로 2783,152.45,064-747-1074,커피숍,2020-04-02
휴게음식점,일번가,제주특별자치도 제주시 신대로12길 51 ,10.5,064-747-1280,기타 휴게음식점,2020-04-02
휴게음식점,던킨도너츠제주노형타워점,제주특별자치도 제주시 노형로 407,68.01,064-747-1288,커피숍,2020-04-02
휴게음식점,피자투어하귀점,제주특별자치도 제주시 애월읍 일주서로 7136 ,8.25,064-747-2282,패스트푸드,2020-04-02
휴게음식점,오뚜기,제주특별자치도 제주시 신대로12길 51 ,15.6,064-747-2501,기타 휴게음식점,2020-04-02
휴게음식점,에이바우트커피,제주특별자치도 제주시 한라대학로 39,451.73,064-747-2555,커피숍,2020-04-02
휴게음식점,씨유제주진군점,제주특별자치도 제주시 진군3길 16 ,6.6,064-747-3252,편의점,2020-04-02
휴게음식점,씨유제주은남점,제주특별자치도 제주시 연동11길 21,6.6,064-747-3410,편의점,2020-04-02
휴게음식점,한국물류구내외도명품족발,제주특별자치도 제주시 우정로 33 ,11.95,064-747-4321,기타 휴게음식점,2020-04-02
휴게음식점,흰수염고래카페,제주특별자치도 제주시 애월읍 일주서로 6818,101.12,064-747-5553,커피숍,2020-04-02
휴게음식점,디저트카페하루,제주특별자치도 제주시 삼무로 2-1,136.08,064-747-5788,커피숍,2020-04-02
휴게음식점,씨유제주노형중점,제주특별자치도 제주시 한라대학로 33 ,3.3,064-747-6332,편의점,2020-04-02
휴게음식점,그랜드김밥,제주특별자치도 제주시 신대로 109 ,32,064-747-6467,일반조리판매,2020-04-02
휴게음식점,애조로휴게소,제주특별자치도 제주시 애월읍 애조로 399,22.15,064-747-6669,편의점,2020-04-02
휴게음식점,브라운,제주특별자치도 제주시 과원로 78 ,128,064-747-6902,커피숍,2020-04-02
휴게음식점,제원분식,제주특별자치도 제주시 신광로6길 2 ,24.6,064-747-6941,기타 휴게음식점,2020-04-02
휴게음식점,우뭇개,제주특별자치도 제주시 노형동 1313번지,44.1,064-747-7649,기타 휴게음식점,2020-04-02
휴게음식점,제주노형뜨란채점빽다방,제주특별자치도 제주시 수덕로 35,39.6,064-747-7669,커피숍,2020-04-02
휴게음식점,씨유제주노형길점,제주특별자치도 제주시 노형5길 15,3.3,064-747-8030,편의점,2020-04-02
휴게음식점,파스쿠찌신제주점,제주특별자치도 제주시 연북로 221,168.71,064-747-8297,커피숍,2020-04-02
휴게음식점,수목원편의점,제주특별자치도 제주시 1100로 3173 ,6.6,064-747-8899,편의점,2020-04-02
휴게음식점,씨유제주월랑점,제주특별자치도 제주시 남녕로 43-1,6.6,064-747-9001,편의점,2020-04-02
휴게음식점,훼미리마트용원점,제주특별자치도 제주시 용문로 125,6.6,064-747-9184,편의점,2020-04-02
휴게음식점,베이직,제주특별자치도 제주시 노형6길 23,53.3,064-747-9282,일반조리판매,2020-04-02
휴게음식점,배터지는생동까스노형점,제주특별자치도 제주시 남녕로 21,24.48,064-747-9853,일반조리판매,2020-04-02
휴게음식점,화목원,제주특별자치도 제주시 연화남길 41,149.27,064-748-0023,커피숍,2020-04-02
휴게음식점,세이슌한라대점,제주특별자치도 제주시 노형2길 47-2,84.53,064-748-0478,일반조리판매,2020-04-02
휴게음식점,씨유신제주점,제주특별자치도 제주시 삼무로 62 ,3.3,064-748-0835,편의점,2020-04-02
휴게음식점,(주)보승식품,제주특별자치도 제주시 1100로 3348 ,14.1,064-748-1053,일반조리판매,2020-04-02
휴게음식점,신다모아마트구내,제주특별자치도 제주시 일주동로 254 ,16.5,064-748-1200,편의점,2020-04-02
휴게음식점,도스마스제주대점,제주특별자치도 제주시 제주대학로 115,85.8,064-748-1253,기타 휴게음식점,2020-04-02
휴게음식점,탐앤탐스신제주점,제주특별자치도 제주시 신광로 52 ,280,064-748-1266,커피숍,2020-04-02
휴게음식점,베스킨라빈스노형점,제주특별자치도 제주시 월랑로 39,49.87,064-748-1888,기타 휴게음식점,2020-04-02
휴게음식점,내가만든미케익제주점,제주특별자치도 제주시 서광로 295,92,064-748-2049,커피숍,2020-04-02
휴게음식점,참맛나,제주특별자치도 제주시 한라대학로 31,116.58,064-748-2654,일반조리판매,2020-04-02
휴게음식점,에피소드,제주특별자치도 제주시 애월읍 하귀동남1길 19,109.95,064-748-2991,커피숍,2020-04-02
휴게음식점,롯데리아제주외도디티점,제주특별자치도 제주시 일주서로 7335,194.49,064-748-3318,패스트푸드,2020-04-02
휴게음식점,초가집,제주특별자치도 제주시 노형6길 9,53.07,064-748-4502,일반조리판매,2020-04-02
휴게음식점,씨유연동세일점,제주특별자치도 제주시 선덕로 17,6.6,064-748-4602,편의점,2020-04-02
휴게음식점,씨유제주제성점,제주특별자치도 제주시 제성1길 16,3.3,064-748-4824,편의점,2020-04-02
휴게음식점,기사휴게음식점,제주특별자치도 제주시 수목원서길 17 ,57,064-748-4926,일반조리판매,2020-04-02
휴게음식점,롯데참피온백화점구내,제주특별자치도 제주시 신광로 52 ,97.3,064-748-5000,기타 휴게음식점,2020-04-02
휴게음식점,일등왕만두,제주특별자치도 제주시 정존5길 29,18.99,064-748-5580,일반조리판매,2020-04-02
휴게음식점,다가미애월점,제주특별자치도 제주시 애월읍 평화로 2901-1,54,064-748-5811,일반조리판매,2020-04-02
휴게음식점,내딸에게,제주특별자치도 제주시 중앙로 640 ,19.8,064-748-6523,일반조리판매,2020-04-02
휴게음식점,카치토,제주특별자치도 제주시 1100로 3213-2 ,14.4,064-748-6604,기타 휴게음식점,2020-04-02
휴게음식점,파크사이드호텔구내,제주특별자치도 제주시 도령로 126 ,73.66,064-748-7878,커피숍,2020-04-02
휴게음식점,씨유제주정한점,제주특별자치도 제주시 원노형8길 22 ,9.9,064-748-8196,편의점,2020-04-02
휴게음식점,파스쿠찌제주노형로터리점,제주특별자치도 제주시 다랑곶길 4,460.42,064-748-8497,커피숍,2020-04-02
휴게음식점,달자카페,제주특별자치도 제주시 애월읍 애월해안로 738,149.1,064-748-8560,커피숍,2020-04-02
휴게음식점,던킨도너츠노형대림점,제주특별자치도 제주시 수덕로 4,66.1,064-748-8868,과자점,2020-04-02
휴게음식점,씨유제주추자로점,제주특별자치도 제주시 추자면 추자로 38,2.4,064-748-9255,편의점,2020-04-02
휴게음식점,석화,제주특별자치도 제주시 삼무로7길 24 ,35.72,064-749-0021,전통찻집,2020-04-02
휴게음식점,팝콘팩토리,제주특별자치도 제주시 노형로 407,60.43,064-749-0069,일반조리판매,2020-04-02
휴게음식점,신비의사랑세번째이야기,제주특별자치도 제주시 우령2길 19-2 ,95.25,064-749-0724,커피숍,2020-04-02
휴게음식점,커피와도자기,제주특별자치도 제주시 애월읍 하귀동남3길 3,124.08,064-749-0777,커피숍,2020-04-02
휴게음식점,월랑,제주특별자치도 제주시 노형동 64번지 ,39.04,064-749-0931,기타 휴게음식점,2020-04-02
휴게음식점,소림김밥,제주특별자치도 제주시 국기로 31 ,12.61,064-749-1031,일반조리판매,2020-04-02
휴게음식점,에스프레사멘테일리제주다음점,제주특별자치도 제주시 한북로 35 ,35,064-749-1280,커피숍,2020-04-02
휴게음식점,평화로휴게소마트구내,제주특별자치도 제주시 노형로 19,22.08,064-749-2348,기타 휴게음식점,2020-04-02
휴게음식점,커피림,제주특별자치도 제주시 수목원길 27 ,92,064-749-3311,커피숍,2020-04-02
휴게음식점,유드림마트,제주특별자치도 제주시 광평동로 63 ,4.14,064-749-8864,일반조리판매,2020-04-02
휴게음식점,씨유제주한일시티점,제주특별자치도 제주시 도령로 103,6.6,064-749-9009,편의점,2020-04-02
휴게음식점,아이갓에브리씽,제주특별자치도 제주시 문연로 6,94.84,064-749-9104,커피숍,2020-04-02
휴게음식점,미미,제주특별자치도 제주시 노연로 77,55.29,064-749-9222,일반조리판매,2020-04-02
휴게음식점,쿠잉,제주특별자치도 제주시 월랑북길 37,76.87,064-749-9559,커피숍,2020-04-02
휴게음식점,아모카커피,제주특별자치도 제주시 달마루길 10-9 ,73,064-749-9898,커피숍,2020-04-02
휴게음식점,커피점빵,제주특별자치도 제주시 화삼로 89,32.76,064-750-1010,커피숍,2020-04-02
휴게음식점,모카,제주특별자치도 제주시 광양13길 2 ,63.6,064-751-0003,기타 휴게음식점,2020-04-02
휴게음식점,옥,제주특별자치도 제주시 광양2길 34,73.34,064-751-0400,다방,2020-04-02
휴게음식점,씨유제주화북진남점,제주특별자치도 제주시 진남로 22 ,6.6,064-751-1277,편의점,2020-04-02
휴게음식점,유신,제주특별자치도 제주시 도남로 38-1 ,21.46,064-751-2483,다방,2020-04-02
휴게음식점,맛짱김밥삼도점,제주특별자치도 제주시 삼도일동 787번지,17.92,064-751-3003,일반조리판매,2020-04-02
휴게음식점,씨유제주도남점,제주특별자치도 제주시 연삼로 366,6.6,064-751-3066,편의점,2020-04-02
휴게음식점,도미노피자제주이도점,제주특별자치도 제주시 승천로 70,144.44,064-751-3084,패스트푸드,2020-04-02
휴게음식점,(주)뉴월드마트제주점,제주특별자치도 제주시 연수로3길 6 ,13.77,064-751-4600,기타 휴게음식점,2020-04-02
휴게음식점,난타오천피자서사라점,제주특별자치도 제주시 서사로 97,46.28,064-751-5092,패스트푸드,2020-04-02
휴게음식점,주식회사제주피자헛본점,제주특별자치도 제주시 연삼로 431 ,121.66,064-751-5588,일반조리판매,2020-04-02
휴게음식점,지에스25용담열린점,제주특별자치도 제주시 용남1길 1 ,6.6,064-751-5635,편의점,2020-04-02
휴게음식점,세븐일레븐제주사라봉점,제주특별자치도 제주시 임항로 266,4.95,064-751-9111,편의점,2020-04-02
휴게음식점,GS25제주칠성로점,제주특별자치도 제주시 관덕로15길 15,6,064-752-1016,편의점,2020-04-02
휴게음식점,나무물꼬기,제주특별자치도 제주시 연삼로 522 ,58.72,064-752-1163,커피숍,2020-04-02
휴게음식점,탐앤탐스제주점,제주특별자치도 제주시 중앙로 236,843.8,064-752-1266,커피숍,2020-04-02
휴게음식점,대평슈퍼구내,제주특별자치도 제주시 사라봉7길 28,5.43,064-752-1666,일반조리판매,2020-04-02
휴게음식점,지에스25인제점,제주특별자치도 제주시 고마로 67,3.3,064-752-1851,편의점,2020-04-02
휴게음식점,오,제주특별자치도 제주시 사라봉길 9 ,90,064-752-1889,다방,2020-04-02
휴게음식점,몰랑몰랑카페,제주특별자치도 제주시 중앙로 24 ,55.11,064-752-2231,과자점,2020-04-02
휴게음식점,세림분식,제주특별자치도 제주시 관덕로17길 37-3 ,20,064-752-2348,일반조리판매,2020-04-02
휴게음식점,샤베르3호점,제주특별자치도 제주시 중앙로 60,9.9,064-752-3622,기타 휴게음식점,2020-04-02
휴게음식점,클릭24시편의점,제주특별자치도 제주시 도남로 25 ,11.02,064-752-3745,일반조리판매,2020-04-02
휴게음식점,다소니,제주특별자치도 제주시 오남로6길 24 ,109.31,064-752-5533,일반조리판매,2020-04-02
휴게음식점,푸짐한밥상,제주특별자치도 제주시 중앙로 60,97.68,064-752-6157,일반조리판매,2020-04-02
휴게음식점,영란,제주특별자치도 제주시 중앙로 188 ,93.6,064-752-6324,다방,2020-04-02
휴게음식점,다인,제주특별자치도 제주시 서문로 68,108.71,064-752-6573,다방,2020-04-02
휴게음식점,문빵구동문점,제주특별자치도 제주시 동문로 6-8,12,064-752-6651,기타 휴게음식점,2020-04-02
휴게음식점,카페띠아모제주삼화점,제주특별자치도 제주시 화삼북로2길 32,111.5,064-752-6900,커피숍,2020-04-02
휴게음식점,뀨리분식,제주특별자치도 제주시 동광로 150,34.54,064-752-7070,일반조리판매,2020-04-02
휴게음식점,제주오리엔탈호텔커피숍,제주특별자치도 제주시 탑동로 47,114.94,064-752-8222,기타 휴게음식점,2020-04-02
휴게음식점,아리랑,제주특별자치도 제주시 서사로 78 ,27.5,064-752-8553,다방,2020-04-02
휴게음식점,유정,제주특별자치도 제주시 동문로 89-2,67.41,064-752-9434,다방,2020-04-02
휴게음식점,황금다방,제주특별자치도 제주시 중앙로 117-1,77.68,064-752-9997,다방,2020-04-02
휴게음식점,카페투비,제주특별자치도 제주시 동문로 2,159.08,064-753-0017,커피숍,2020-04-02
휴게음식점,제주아라매점,제주특별자치도 제주시 구산로 4,94.92,064-753-0041,패스트푸드,2020-04-02
휴게음식점,코너,제주특별자치도 제주시 광양10길 12 ,142.43,064-753-1379,커피숍,2020-04-02
휴게음식점,옥화,제주특별자치도 제주시 동광로 39 ,42.04,064-753-1795,다방,2020-04-02
휴게음식점,짱구분식,제주특별자치도 제주시 연동8길 28,68.24,064-753-4767,일반조리판매,2020-04-02
휴게음식점,이삭토스트칠성로점,제주특별자치도 제주시 관덕로17길 1 ,10.35,064-753-5289,일반조리판매,2020-04-02
휴게음식점,제주특별자치도체육회관식당,제주특별자치도 제주시 서광로2길 24 ,427.41,064-753-5522,일반조리판매,2020-04-02
휴게음식점,하나여관구내,제주특별자치도 제주시 고마로 58 ,115.5,064-753-5588,기타 휴게음식점,2020-04-02
휴게음식점,델리,제주특별자치도 제주시 중앙로 151 ,111.16,064-753-6151,과자점,2020-04-02
휴게음식점,학생문구구내,제주특별자치도 제주시 서광로11길 37 ,9.9,064-753-6786,기타 휴게음식점,2020-04-02
휴게음식점,씨유제주문예회관점,제주특별자치도 제주시 동광로 79 ,9.9,064-753-8285,편의점,2020-04-02
휴게음식점,제주팔레스호텔구내,제주특별자치도 제주시 탑동로 9 ,85.53,064-753-8811,기타 휴게음식점,2020-04-02
휴게음식점,롯데리아제주삼화지구점,제주특별자치도 제주시 건주로4길 6-4,168.48,064-753-8873,패스트푸드,2020-04-02
휴게음식점,땡초김밥싱싱왕만두본점,제주특별자치도 제주시 중앙로 564-1,110,064-753-9090,일반조리판매,2020-04-02
휴게음식점,땡초김밥싱싱왕만두이도점,제주특별자치도 제주시 중앙로 298,59.4,064-753-9091,일반조리판매,2020-04-02
휴게음식점,환문구,제주특별자치도 제주시 남성로11길 16 ,11.7,064-753-9989,기타 휴게음식점,2020-04-02
휴게음식점,한라카페테리아,제주특별자치도 제주시 제주대학로 102,275.56,064-754-2392,커피숍,2020-04-02
휴게음식점,하버호텔구내,제주특별자치도 제주시 임항로 260,29,064-754-6000,기타 휴게음식점,2020-04-02
휴게음식점,카페제우스,제주특별자치도 제주시 삼무로 14,299.3,064-754-7000,커피숍,2020-04-02
휴게음식점,위더스트래블칠성점,제주특별자치도 제주시 중앙로5길 4,102.46,064-755-0055,커피숍,2020-04-02
휴게음식점,지에스25한라체육관점,제주특별자치도 제주시 서광로4길 10,3.3,064-755-1402,편의점,2020-04-02
휴게음식점,투썸플레이스제주이도점,제주특별자치도 제주시 중앙로 286,195.58,064-755-1516,커피숍,2020-04-02
휴게음식점,한동,제주특별자치도 제주시 진동로5길 31,9.99,064-755-1748,일반조리판매,2020-04-02
휴게음식점,서문시청점,제주특별자치도 제주시 광양8길 2,45,064-755-1947,기타 휴게음식점,2020-04-02
휴게음식점,오델로CGV점,제주특별자치도 제주시 서광로 288,25.44,064-755-3021,패스트푸드,2020-04-02
휴게음식점,빵육사도너츠,제주특별자치도 제주시 동문로 91 ,51.6,064-755-3106,과자점,2020-04-02
휴게음식점,맘스터치중앙로점,제주특별자치도 제주시 중앙로 60,52.57,064-755-4882,패스트푸드,2020-04-02
휴게음식점,씨유도남중앙점,제주특별자치도 제주시 도남로 63 ,6.6,064-755-4959,편의점,2020-04-02
휴게음식점,씨유연산홍점,제주특별자치도 제주시 승천로 8 ,6.6,064-755-5587,편의점,2020-04-02
휴게음식점,동우네,제주특별자치도 제주시 연수로3길 23,65.61,064-755-7482,기타 휴게음식점,2020-04-02
휴게음식점,주먹밥이야기,제주특별자치도 제주시 진동로3길 23,52.13,064-755-8294,커피숍,2020-04-02
휴게음식점,파스쿠찌일도점,제주특별자치도 제주시 동광로15길 2,127.52,064-755-8497,커피숍,2020-04-02
휴게음식점,씨유제주남성점,제주특별자치도 제주시 남성로 47-1 ,6.6,064-755-8666,편의점,2020-04-02
휴게음식점,루트호텔구내,제주특별자치도 제주시 고마로15길 33,276.19,064-755-8858,일반조리판매,2020-04-02
휴게음식점,세븐일레븐삼양점,제주특별자치도 제주시 일주동로 368 ,6.6,064-755-8859,편의점,2020-04-02
휴게음식점,대성스카이,제주특별자치도 제주시 중앙로 141,73.71,064-755-9470,일반조리판매,2020-04-02
휴게음식점,동화문구내,제주특별자치도 제주시 동화로1길 47 ,9.9,064-755-9989,기타 휴게음식점,2020-04-02
휴게음식점,제주섬마트휴게소,제주특별자치도 제주시 번영로 606,49.5,064-756-0030,편의점,2020-04-02
휴게음식점,폴인슈크레,제주특별자치도 제주시 구남로2길 8 ,78.36,064-756-0786,커피숍,2020-04-02
휴게음식점,씨유제주삼봉로점,제주특별자치도 제주시 삼봉로2길 64,6.6,064-756-0918,편의점,2020-04-02
휴게음식점,떡꼬치전문점,제주특별자치도 제주시 진남로6길 8,29.52,064-756-1125,기타 휴게음식점,2020-04-02
휴게음식점,난김밥넌토스트,제주특별자치도 제주시 번영로 480,90.35,064-756-1256,기타 휴게음식점,2020-04-02
휴게음식점,톰과제리,제주특별자치도 제주시 돈내길 4 ,30.96,064-756-1557,기타 휴게음식점,2020-04-02
휴게음식점,제주앨리스,제주특별자치도 제주시 서광로32길 36-1,99.24,064-756-2224,커피숍,2020-04-02
휴게음식점,배스킨라빈스제주화북점,제주특별자치도 제주시 동화로 8 ,67.2,064-756-3177,기타 휴게음식점,2020-04-02
휴게음식점,정농,제주특별자치도 제주시 전농로 36,110,064-756-4766,다방,2020-04-02
휴게음식점,맛짱김밥동문점,제주특별자치도 제주시 동문로 49 ,22.75,064-756-5005,일반조리판매,2020-04-02
휴게음식점,책갈피속풍경,제주특별자치도 제주시 구남로 31,48.9,064-756-6063,일반조리판매,2020-04-02
휴게음식점,씨유제주법원점,제주특별자치도 제주시 중앙로 319 ,10,064-756-7662,편의점,2020-04-02
휴게음식점,호봉토스트,제주특별자치도 제주시 관덕로 59 ,20.79,064-756-8245,일반조리판매,2020-04-02
휴게음식점,유러피안핫도그,제주특별자치도 제주시 남광로4길 21,46,064-756-8833,일반조리판매,2020-04-02
휴게음식점,뜰방,제주특별자치도 제주시 서광로13길 9 ,75.73,064-756-9212,기타 휴게음식점,2020-04-02
휴게음식점,해동,제주특별자치도 제주시 삼양이동 2267번지 ,28.8,064-756-9445,기타 휴게음식점,2020-04-02
휴게음식점,김가네아라점,제주특별자치도 제주시 중앙로 568,59,064-757-0036,기타 휴게음식점,2020-04-02
휴게음식점,오니기리와이규동제대점,제주특별자치도 제주시 제주대학로 109 ,24,064-757-0290,일반조리판매,2020-04-02
휴게음식점,용,제주특별자치도 제주시 동문로 47 ,52.74,064-757-0722,다방,2020-04-02
휴게음식점,까페띠아모중앙점,제주특별자치도 제주시 중앙로14길 5 ,115.5,064-757-0999,커피숍,2020-04-02
휴게음식점,승주편의분식,제주특별자치도 제주시 동광로1길 3 ,27.44,064-757-1617,일반조리판매,2020-04-02
휴게음식점,아를,제주특별자치도 제주시 아봉로 38,130.25,064-757-2003,커피숍,2020-04-02
휴게음식점,돌산,제주특별자치도 제주시 건입동 1430번지 ,90,064-757-2347,기타 휴게음식점,2020-04-02
휴게음식점,진주,제주특별자치도 제주시 서사로 103-1 ,82,064-757-2422,다방,2020-04-02
휴게음식점,일출,제주특별자치도 제주시 고마로 55,156,064-757-2449,다방,2020-04-02
휴게음식점,씨유제주중앙로점,제주특별자치도 제주시 중앙로14길 1 ,6.6,064-757-2697,편의점,2020-04-02
휴게음식점,장호,제주특별자치도 제주시 서광로 206-1 ,110,064-757-2757,다방,2020-04-02
휴게음식점,소우정,제주특별자치도 제주시 서광로 283 ,156,064-757-3802,다방,2020-04-02
휴게음식점,청춘테이블,제주특별자치도 제주시 동문로 89 ,26.45,064-757-4747,기타 휴게음식점,2020-04-02
휴게음식점,먹자,제주특별자치도 제주시 건입동 940번지 ,30,064-757-4953,기타 휴게음식점,2020-04-02
휴게음식점,씨유제주성지점,제주특별자치도 제주시 중앙로13길 34-10,3.3,064-757-4999,편의점,2020-04-02
휴게음식점,모닥치기,제주특별자치도 제주시 남광로2길 17 ,59.88,064-757-5632,기타 휴게음식점,2020-04-02
휴게음식점,클라우드나인커피,제주특별자치도 제주시 신성로13길 12,161.32,064-757-5752,커피숍,2020-04-02
휴게음식점,녹원,제주특별자치도 제주시 중앙로 122-2 ,40,064-757-6757,다방,2020-04-02
휴게음식점,하이방방,제주특별자치도 제주시 연삼로 360,25.2,064-757-6985,일반조리판매,2020-04-02
휴게음식점,나르시스,제주특별자치도 제주시 관덕로 26 ,59.2,064-757-7111,기타 휴게음식점,2020-04-02
휴게음식점,돌체,제주특별자치도 제주시 신설로11길 37 ,58,064-757-7511,커피숍,2020-04-02
휴게음식점,까사돌,제주특별자치도 제주시 중앙로12길 7,110.28,064-757-7566,커피숍,2020-04-02
휴게음식점,지에스25제주인화점,제주특별자치도 제주시 동광로 113 ,9.9,064-757-8520,편의점,2020-04-02
휴게음식점,스타벅스제주칠성점,제주특별자치도 제주시 관덕로 55,388.9,064-757-9892,커피숍,2020-04-02
휴게음식점,배스킨라빈스31일도점,제주특별자치도 제주시 고마로 104 ,114.28,064-757-9951,기타 휴게음식점,2020-04-02
휴게음식점,불티나왕만두일도점,제주특별자치도 제주시 일도이동 113번지,19.04,064-758-0094,일반조리판매,2020-04-02
휴게음식점,제주킹스토아(주),제주특별자치도 제주시 동문로 82 ,4.98,064-758-0111,기타 휴게음식점,2020-04-02
휴게음식점,에이치마트구내,제주특별자치도 제주시 일주동로 353 ,9.9,064-758-0511,패스트푸드,2020-04-02
휴게음식점,할리스커피제주이도점,제주특별자치도 제주시 승천로 71,148.93,064-758-1107,커피숍,2020-04-02
휴게음식점,이디야제주시청점,제주특별자치도 제주시 광양14길 11 ,54.23,064-758-1307,일반조리판매,2020-04-02
휴게음식점,(주)금자탑 제주퍼시픽호텔구내(랑데뷰),제주특별자치도 제주시 서사로 20 ,138,064-758-2500,기타 휴게음식점,2020-04-02
휴게음식점,제주도그녀,제주특별자치도 제주시 신설로9길 42,82.51,064-758-2555,커피숍,2020-04-02
휴게음식점,더시애틀커피,제주특별자치도 제주시 중앙로 60,14.9,064-758-2948,기타 휴게음식점,2020-04-02
휴게음식점,행복만들기,제주특별자치도 제주시 동광로 5 ,30.09,064-758-2992,커피숍,2020-04-02
휴게음식점,주식회사크라운에셋,제주특별자치도 제주시 삼성로 10 ,117.5,064-758-4200,커피숍,2020-04-02
휴게음식점,씨유제주무근성점,제주특별자치도 제주시 무근성7길 18 ,9.3,064-758-4477,편의점,2020-04-02
휴게음식점,베스킨라빈스광양점,제주특별자치도 제주시 중앙로 224 ,36.88,064-758-5544,기타 휴게음식점,2020-04-02
휴게음식점,피키오븐,제주특별자치도 제주시 노형2길 25,82.99,064-758-5560,커피숍,2020-04-02
휴게음식점,다가미,제주특별자치도 제주시 도남로 111 ,77.85,064-758-5810,일반조리판매,2020-04-02
휴게음식점,다가미아라점,제주특별자치도 제주시 중앙로 530,54.28,064-758-5812,일반조리판매,2020-04-02
휴게음식점,시장,제주특별자치도 제주시 진동로5길 31,8.96,064-758-6468,기타 휴게음식점,2020-04-02
휴게음식점,큰아들,제주특별자치도 제주시 연동9길 29 ,44.69,064-758-7370,일반조리판매,2020-04-02
휴게음식점,모래시계,제주특별자치도 제주시 중앙로 81-1 ,63,064-758-7457,다방,2020-04-02
휴게음식점,칠칠,제주특별자치도 제주시 관덕로17길 7 ,59.29,064-758-7780,다방,2020-04-02
휴게음식점,비원,제주특별자치도 제주시 동문로 23 ,23.45,064-758-8255,다방,2020-04-02
휴게음식점,소영문구,제주특별자치도 제주시 관덕로7길 13 ,5.85,064-758-9114,일반조리판매,2020-04-02
휴게음식점,마루이,제주특별자치도 제주시 탑동로 38,13,064-758-9293,일반조리판매,2020-04-02
휴게음식점,나그네,제주특별자치도 제주시 건입동 1430번지 ,50,064-758-9966,기타 휴게음식점,2020-04-02
휴게음식점,이삭토스트삼화점,제주특별자치도 제주시 화삼북로 36,66,064-759-0030,커피숍,2020-04-02
휴게음식점,미소다방,제주특별자치도 제주시 탑동로 140 ,59.23,064-759-0338,다방,2020-04-02
휴게음식점,프라임PC방,제주특별자치도 제주시 중앙로 310 ,9.9,064-759-1888,기타 휴게음식점,2020-04-02
휴게음식점,씨유제주화북점,제주특별자치도 제주시 화남로 66 ,6.6,064-759-1916,편의점,2020-04-02
휴게음식점,김가네,제주특별자치도 제주시 관덕로11길 8-5 ,55.84,064-759-1919,기타 휴게음식점,2020-04-02
휴게음식점,베리굿,제주특별자치도 제주시 중앙로 240,11.78,064-759-2292,기타 휴게음식점,2020-04-02
휴게음식점,커피다,제주특별자치도 제주시 서광로 197-1,105,064-759-2747,커피숍,2020-04-02
휴게음식점,슐탄케밥,제주특별자치도 제주시 광양14길 7 ,6.6,064-759-2881,일반조리판매,2020-04-02
휴게음식점,도미노피자제주화북점,제주특별자치도 제주시 화삼로 19,114,064-759-3082,패스트푸드,2020-04-02
휴게음식점,커피더쏠제주,제주특별자치도 제주시 곤을길 46 ,31.5,064-759-3846,커피숍,2020-04-02
휴게음식점,씨유이도에코빌점,제주특별자치도 제주시 중앙로 274,3.3,064-759-4100,편의점,2020-04-02
휴게음식점,줄리앙와플앤커피제주점,제주특별자치도 제주시 남녕로 51,59.4,064-759-6119,커피숍,2020-04-02
휴게음식점,씨유제주서광점,제주특별자치도 제주시 서광로 238 ,6.6,064-7597-662,편의점,2020-04-02
휴게음식점,써브웨이제주시청점,제주특별자치도 제주시 중앙로 252,162.49,064-759-7739,패스트푸드,2020-04-02
휴게음식점,제주애비뉴,제주특별자치도 제주시 중앙로 616 ,44.85,064-759-7942,전통찻집,2020-04-02
휴게음식점,타요키즈카페,제주특별자치도 제주시 남성로 75,69.4,064-759-7942,일반조리판매,2020-04-02
휴게음식점,마리웨일마카롱제주일도점,제주특별자치도 제주시 고마로 115,49.6,064-759-9602,커피숍,2020-04-02
휴게음식점,탑팰리스관광호텔구내,제주특별자치도 제주시 중앙로 34,108.34,064-759-9901,일반조리판매,2020-04-02
휴게음식점,스무디킹제주노형CGV점,제주특별자치도 제주시 노형로 407,46.94,064-767-4040,커피숍,2020-04-02
휴게음식점,평화박물관 휴게소,제주특별자치도 제주시 한경면 청수서5길 63,54,064-772-2500,기타 휴게음식점,2020-04-02
